27,40
27,40
27,41
28,41
27,41
27,40
28,42
28,41
28,42
27,41
27,41
28,42
28,42
27,41
27,41
27,41
28,42
27,41
28,42
27,41
28,42
27,41
27,41
27,40
27,41
28,41
27,41
27,40
27,40
27,40
28,42
27,40
27,40
27,41
28,41
28,42
27,40
28,41
27,41
28,41
27,41
28,41
28,41
27,41
28,42
28,41
28,42
28,41
27,40
27,40
27,40
27,40
28,41
27,40
27,40
27,40
27,40
28,41
27,40
28,41
27,40
27,40
27,40
27,40
27,40
28,41
27,40
28,41
28,41
28,41
27,40
28,41
27,40
27,40
27,40
28,41
27,40
28,41
27,40
27,40
27,40
27,40
28,41
27,41
28,42
27,41
27,40
27,40
27,40
28,41
28,41
27,40
27,40
27,40
27,40
28,41
28,41
28,42
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,40
28,42
28,42
27,40
27,40
28,41
28,42
28,41
28,41
27,40
27,40
28,41
27,40
27,40
28,41
28,41
28,42
28,41
27,40
28,42
27,40
28,41
27,40
28,41
27,40
28,41
27,40
27,40
28,41
27,40
27,40
27,40
28,41
28,41
28,41
27,40
28,41
27,40
27,40
27,40
28,41
27,40
28,41
27,40
28,41
27,40
28,41
27,41
28,41
27,40
28,41
27,40
28,41
28,41
27,40
28,41
28,41
27,40
28,41
28,41
27,40
28,41
27,40
27,40
27,40
28,41
27,40
27,40
28,41
28,41
27,40
27,40
27,40
27,40
28,41
27,40
28,41
28,41
28,41
28,41
27,40
27,40
28,41
28,41
27,40
27,40
28,41
27,40
28,41
28,41
27,40
27,40
27,40
28,41
27,40
28,41
27,40
28,41
27,40
28,41
27,40
27,40
28,41
28,41
28,41
28,41
28,41
27,40
27,40
28,41
28,41
27,40
28,41
27,40
27,40
27,40
28,41
28,41
27,40
27,40
27,40
28,41
28,41
28,41
27,40
27,40
27,40
28,41
27,40
27,40
28,41
28,41
28,41
27,40
28,41
27,40
28,41
27,40
28,41
28,41
28,41
27,40
27,40
27,40
28,41
27,40
27,40
28,41
27,40
27,40
27,40
27,40
27,40
27,40
27,40
28,41
27,41
28,41
27,40
27,40
27,40
27,40
27,40
27,40
27,40
28,41
27,40
28,42
27,41
28,42
28,42
27,41
27,41
28,42
28,42
27,41
27,41
27,41
27,41
27,41
28,42
28,42
28,42
27,41
27,41
28,42
28,42
28,42
27,41
27,41
27,41
27,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,41
27,41
27,41
28,42
27,41
27,41
27,41
27,41
28,42
28,42
27,41
28,42
28,42
27,41
27,41
28,42
28,42
28,42
28,42
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
28,42
27,41
27,41
27,41
27,41
27,41
27,41
28,42
28,42
27,41
27,41
27,41
28,42
28,42
27,41
28,42
27,41
27,41
27,41
28,42
27,41
28,42
27,41
27,41
27,41
28,42
27,40
28,42
28,42
27,41
27,41
28,42
27,41
27,41
27,41
27,41
27,41
27,41
28,42
28,42
28,42
27,41
27,41
28,42
27,41
28,42
27,41
27,41
27,41
27,41
28,41
28,42
27,41
27,41
28,42
27,41
27,41
27,41
27,41
28,42
27,41
27,41
27,41
28,42
28,42
27,41
27,41
27,41
28,42
27,41
27,41
27,41
28,42
27,41
27,41
27,41
27,41
27,41
28,42
27,41
28,42
27,41
28,42
28,42
28,42
27,41
28,42
28,42
27,41
28,42
27,41
27,41
27,41
27,41
27,42
28,42
28,42
27,41
28,42
27,41
28,42
28,42
27,41
28,42
27,41
28,42
27,41
27,42
27,41
27,41
27,41
28,42
27,41
28,42
27,41
27,42
27,41
28,42
28,42
27,41
27,41
28,42
28,42
28,42
28,42
27,41
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,42
28,42
27,41
27,41
27,41
28,42
27,41
28,42
28,42
28,42
27,41
28,42
27,41
28,42
27,41
28,42
27,41
28,42
27,41
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,41
28,42
27,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,42
28,42
27,41
28,42
28,42
27,41
28,42
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,41
28,42
28,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,41
28,41
28,42
28,42
28,42
27,41
28,42
28,42
27,41
27,41
28,42
28,42
28,42
27,41
28,42
28,42
28,42
28,42
28,42
27,41
28,42
28,42
28,42
27,41
28,42
28,41
28,42
28,42
28,42
28,41
28,42
27,40
28,41
28,42
28,41
27,41
28,41
28,42
28,42
28,41
28,41
28,42
28,42
28,42
28,42
28,42
27,41
28,41
28,42
27,40
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
27,40
28,41
28,41
28,41
28,41
27,41
28,41
27,41
28,42
27,40
28,41
28,42
28,41
28,42
28,41
28,42
28,42
28,41
28,41
28,41
28,42
28,41
28,41
28,41
28,41
28,41
27,40
28,41
29,42
27,40
28,41
28,41
27,40
28,41
28,42
28,41
28,41
28,41
28,42
28,41
28,41
28,41
28,41
28,41
28,41
28,42
29,42
28,42
27,40
28,41
28,41
28,41
28,41
28,41
28,41
28,41
27,40
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,42
28,41
29,42
29,42
28,41
28,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,43
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,42
28,42
29,43
28,42
29,43
29,43
28,42
28,42
29,42
29,42
28,42
29,43
28,42
28,42
28,41
29,42
29,43
28,41
28,42
28,42
28,41
28,41
28,42
28,41
28,42
28,41
28,41
29,42
29,43
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
29,42
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
29,42
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
29,42
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,42
29,42
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,42
28,41
29,42
28,41
29,42
28,41
28,42
29,42
28,41
28,41
28,41
28,41
29,42
29,43
28,42
28,41
28,41
29,42
29,42
28,42
29,43
29,43
28,42
28,42
28,41
29,43
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
29,43
29,43
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
29,43
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
29,43
29,43
28,42
29,42
28,42
28,42
29,43
28,42
29,43
28,42
29,43
29,43
29,43
29,43
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
29,43
29,43
29,43
29,43
29,43
29,43
28,42
28,42
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
29,43
28,42
28,42
28,42
29,43
29,43
29,43
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
28,42
28,42
29,43
29,43
28,42
29,43
29,43
28,42
28,42
28,42
28,41
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
29,43
29,43
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
29,43
29,43
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
28,42
29,43
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
29,43
29,43
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
28,42
28,42
29,43
29,43
29,43
29,43
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
29,43
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
29,43
29,43
28,42
29,43
28,42
29,43
29,43
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
28,42
29,43
28,42
28,42
28,42
29,43
29,43
28,42
28,42
29,43
29,43
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
29,43
28,42
28,42
29,43
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
29,43
28,42
29,43
28,42
28,42
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
29,43
28,42
28,42
29,43
28,42
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
28,42
28,42
28,42
29,43
28,42
29,43
28,42
28,42
28,42
29,43
29,43
29,43
29,43
28,42
28,42
29,43
28,42
28,42
29,43
28,42
29,43
28,42
29,43
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
28,42
28,42
29,43
29,43
28,42
28,42
28,42
29,43
29,43
28,42
28,42
28,42
28,42
28,42
28,42
29,43
29,43
29,43
29,42
29,42
29,43
29,42
28,42
28,41
28,42
28,41
28,41
28,41
29,42
28,41
28,42
29,42
29,42
28,41
29,42
28,42
29,42
29,42
29,43
29,42
28,42
28,41
28,42
28,41
28,41
29,43
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
28,41
29,42
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
29,42
28,41
29,42
29,42
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
29,42
29,42
28,41
29,42
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
29,42
29,42
28,41
29,42
29,42
29,42
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
29,42
28,41
28,41
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
29,42
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
29,42
28,41
28,41
29,42
29,42
28,41
28,41
29,42
29,42
28,41
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
29,42
29,42
28,41
29,42
29,42
29,42
28,41
28,41
29,42
29,42
29,42
29,42
28,41
28,41
28,41
29,42
28,41
28,41
28,41
28,41
29,42
28,41
29,42
28,41
29,42
29,42
29,42
29,42
29,42
29,42
29,42
28,41
29,42
28,41
28,41
28,41
28,41
28,41
29,42
29,42
29,42
28,41
28,41
29,42
28,41
29,42
29,42
28,41
28,41
